N (kg/ha),P(kg/ha),K(kg/ha),pH,Humidity(%),Temperature(°C),Rainfall(mm),Crop Yield(kg/ha),District,Soil Type,Crop Name
40,20,30,5.5,85,28,1200,800,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
45,25,35,5.6,84,27,1300,850,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
38,18,28,5.4,86,29,1150,780,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
42,22,32,5.7,83,26,1250,820,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
37,17,27,5.3,87,30,1100,750,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
39,19,29,5.8,82,25,1160,790,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
41,21,31,5.2,88,31,1220,830,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
44,24,34,5.9,81,24,1280,860,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
36,16,26,5.1,89,32,1080,720,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
43,23,33,5,80,23,1240,840,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
46,26,36,4.9,79,22,1320,870,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
35,15,25,4.8,78,21,1060,710,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
47,27,37,4.7,77,20,1340,880,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
34,14,24,4.6,76,19,1040,690,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
48,28,38,4.5,75,18,1360,890,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
33,13,23,4.4,74,17,1020,670,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
49,29,39,4.3,73,16,1380,900,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
32,12,22,4.2,72,15,1000,650,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
50,30,40,4.1,71,14,1400,910,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
31,11,21,4,70,13,980,630,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
51,31,41,6,90,33,1420,920,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
30,10,20,6.1,91,34,960,610,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
52,32,42,6.2,92,35,1440,930,Paschim Medinipur (West Medinipur),Red Soil,Groundnu
25,12,20,5.5,80,28,950,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
30,15,25,5.7,82,24,1000,420,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
22,10,18,5.3,78,26,900,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
28,14,22,5.6,81,23,980,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
25,12,20,5.5,80,28,950,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
30,15,25,5.7,82,24,1000,420,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
22,10,18,5.3,78,26,900,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
28,14,22,5.6,81,23,980,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
25,12,20,5.5,80,28,950,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
30,15,25,5.7,82,24,1000,420,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
22,10,18,5.3,78,26,900,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
28,14,22,5.6,81,23,980,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
25,12,20,5.5,80,28,950,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
30,15,25,5.7,82,24,1000,420,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
22,10,18,5.3,78,26,900,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
28,14,22,5.6,81,23,980,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
27,13,21,5.4,79,27,920,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
23,11,19,5.2,76,25,870,360,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
26,14,22,5.5,78,26,930,390,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
29,16,24,5.6,81,23,970,410,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
24,12,20,5.3,77,24,890,370,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
27,13,21,5.4,79,27,920,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
23,11,19,5.2,76,25,870,360,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
26,14,22,5.5,78,26,930,390,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
29,16,24,5.6,81,23,970,410,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
24,12,20,5.3,77,24,890,370,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
27,13,21,5.4,79,27,920,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
23,11,19,5.2,76,25,870,360,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
26,14,22,5.5,78,26,930,390,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
29,16,24,5.6,81,23,970,410,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
24,12,20,5.3,77,24,890,370,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
27,13,21,5.4,79,27,920,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
23,11,19,5.2,76,25,870,360,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
26,14,22,5.5,78,26,930,390,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
29,16,24,5.6,81,23,970,410,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
24,12,20,5.3,77,24,890,370,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
45,22,35,6.2,80,28,1300,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
50,27,40,6,82,26,1400,950,South 24 Parganas,Coastal Alluvial Soil,Brinjal
42,20,32,6.3,78,27,1250,880,South 24 Parganas,Coastal Alluvial Soil,Brinjal
48,25,38,6.1,81,25,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
40,18,30,6.4,77,24,1200,850,South 24 Parganas,Coastal Alluvial Soil,Brinjal
45,22,35,6.2,80,28,1300,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
50,27,40,6,82,26,1400,950,South 24 Parganas,Coastal Alluvial Soil,Brinjal
42,20,32,6.3,78,27,1250,880,South 24 Parganas,Coastal Alluvial Soil,Brinjal
48,25,38,6.1,81,25,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
40,18,30,6.4,77,24,1200,850,South 24 Parganas,Coastal Alluvial Soil,Brinjal
45,22,35,6.2,80,28,1300,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
50,27,40,6,82,26,1400,950,South 24 Parganas,Coastal Alluvial Soil,Brinjal
42,20,32,6.3,78,27,1250,880,South 24 Parganas,Coastal Alluvial Soil,Brinjal
48,25,38,6.1,81,25,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
40,18,30,6.4,77,24,1200,850,South 24 Parganas,Coastal Alluvial Soil,Brinjal
45,22,35,6.2,80,28,1300,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
50,27,40,6,82,26,1400,950,South 24 Parganas,Coastal Alluvial Soil,Brinjal
42,20,32,6.3,78,27,1250,880,South 24 Parganas,Coastal Alluvial Soil,Brinjal
48,25,38,6.1,81,25,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
40,18,30,6.4,77,24,1200,850,South 24 Parganas,Coastal Alluvial Soil,Brinjal
47,24,36,6.3,79,29,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
43,21,33,6.5,76,30,1250,890,South 24 Parganas,Coastal Alluvial Soil,Brinjal
49,26,39,6.2,82,28,1400,930,South 24 Parganas,Coastal Alluvial Soil,Brinjal
46,23,37,6.4,80,27,1300,910,South 24 Parganas,Coastal Alluvial Soil,Brinjal
44,22,34,6.1,78,26,1275,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
47,24,36,6.3,79,29,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
43,21,33,6.5,76,30,1250,890,South 24 Parganas,Coastal Alluvial Soil,Brinjal
49,26,39,6.2,82,28,1400,930,South 24 Parganas,Coastal Alluvial Soil,Brinjal
46,23,37,6.4,80,27,1300,910,South 24 Parganas,Coastal Alluvial Soil,Brinjal
44,22,34,6.1,78,26,1275,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
47,24,36,6.3,79,29,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
43,21,33,6.5,76,30,1250,890,South 24 Parganas,Coastal Alluvial Soil,Brinjal
49,26,39,6.2,82,28,1400,930,South 24 Parganas,Coastal Alluvial Soil,Brinjal
46,23,37,6.4,80,27,1300,910,South 24 Parganas,Coastal Alluvial Soil,Brinjal
44,22,34,6.1,78,26,1275,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
47,24,36,6.3,79,29,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
43,21,33,6.5,76,30,1250,890,South 24 Parganas,Coastal Alluvial Soil,Brinjal
49,26,39,6.2,82,28,1400,930,South 24 Parganas,Coastal Alluvial Soil,Brinjal
46,23,37,6.4,80,27,1300,910,South 24 Parganas,Coastal Alluvial Soil,Brinjal
44,22,34,6.1,78,26,1275,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
55,30,45,6.5,85,28,1600,1100,South 24 Parganas,Coastal Alluvial Soil,Okra
60,35,50,6.7,87,26,1700,1200,South 24 Parganas,Coastal Alluvial Soil,Okra
52,28,43,6.4,83,27,1550,1050,South 24 Parganas,Coastal Alluvial Soil,Okra
58,33,48,6.6,86,25,1650,1150,South 24 Parganas,Coastal Alluvial Soil,Okra
50,25,40,6.3,82,24,1500,1000,South 24 Parganas,Coastal Alluvial Soil,Okra
55,30,45,6.5,85,28,1600,1100,South 24 Parganas,Coastal Alluvial Soil,Okra
60,35,50,6.7,87,26,1700,1200,South 24 Parganas,Coastal Alluvial Soil,Okra
52,28,43,6.4,83,27,1550,1050,South 24 Parganas,Coastal Alluvial Soil,Okra
58,33,48,6.6,86,25,1650,1150,South 24 Parganas,Coastal Alluvial Soil,Okra
50,25,40,6.3,82,24,1500,1000,South 24 Parganas,Coastal Alluvial Soil,Okra
55,30,45,6.5,85,28,1600,1100,South 24 Parganas,Coastal Alluvial Soil,Okra
60,35,50,6.7,87,26,1700,1200,South 24 Parganas,Coastal Alluvial Soil,Okra
52,28,43,6.4,83,27,1550,1050,South 24 Parganas,Coastal Alluvial Soil,Okra
58,33,48,6.6,86,25,1650,1150,South 24 Parganas,Coastal Alluvial Soil,Okra
50,25,40,6.3,82,24,1500,1000,South 24 Parganas,Coastal Alluvial Soil,Okra
55,30,45,6.5,85,28,1600,1100,South 24 Parganas,Coastal Alluvial Soil,Okra
60,35,50,6.7,87,26,1700,1200,South 24 Parganas,Coastal Alluvial Soil,Okra
52,28,43,6.4,83,27,1550,1050,South 24 Parganas,Coastal Alluvial Soil,Okra
58,33,48,6.6,86,25,1650,1150,South 24 Parganas,Coastal Alluvial Soil,Okra
50,25,40,6.3,82,24,1500,1000,South 24 Parganas,Coastal Alluvial Soil,Okra
57,32,47,6.8,88,29,1750,1250,South 24 Parganas,Coastal Alluvial Soil,Okra
53,29,44,6.5,84,28,1625,1080,South 24 Parganas,Coastal Alluvial Soil,Okra
59,34,49,6.7,86,27,1680,1180,South 24 Parganas,Coastal Alluvial Soil,Okra
55,31,46,6.6,89,26,1720,1220,South 24 Parganas,Coastal Alluvial Soil,Okra
51,26,41,6.4,83,25,1560,1030,South 24 Parganas,Coastal Alluvial Soil,Okra
57,32,47,6.8,88,29,1750,1250,South 24 Parganas,Coastal Alluvial Soil,Okra
53,29,44,6.5,84,28,1625,1080,South 24 Parganas,Coastal Alluvial Soil,Okra
59,34,49,6.7,86,27,1680,1180,South 24 Parganas,Coastal Alluvial Soil,Okra
55,31,46,6.6,89,26,1720,1220,South 24 Parganas,Coastal Alluvial Soil,Okra
51,26,41,6.4,83,25,1560,1030,South 24 Parganas,Coastal Alluvial Soil,Okra
57,32,47,6.8,88,29,1750,1250,South 24 Parganas,Coastal Alluvial Soil,Okra
53,29,44,6.5,84,28,1625,1080,South 24 Parganas,Coastal Alluvial Soil,Okra
59,34,49,6.7,86,27,1680,1180,South 24 Parganas,Coastal Alluvial Soil,Okra
55,31,46,6.6,89,26,1720,1220,South 24 Parganas,Coastal Alluvial Soil,Okra
51,26,41,6.4,83,25,1560,1030,South 24 Parganas,Coastal Alluvial Soil,Okra
57,32,47,6.8,88,29,1750,1250,South 24 Parganas,Coastal Alluvial Soil,Okra
53,29,44,6.5,84,28,1625,1080,South 24 Parganas,Coastal Alluvial Soil,Okra
59,34,49,6.7,86,27,1680,1180,South 24 Parganas,Coastal Alluvial Soil,Okra
55,31,46,6.6,89,26,1720,1220,South 24 Parganas,Coastal Alluvial Soil,Okra
51,26,41,6.4,83,25,1560,1030,South 24 Parganas,Coastal Alluvial Soil,Okra
40,18,30,5.9,81,23,1200,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
45,22,35,5.7,83,22,1300,750,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,15,28,6,80,24,1150,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,20,32,5.8,82,26,1250,720,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,17,27,6.1,79,25,1100,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
40,18,30,5.9,81,23,1200,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
45,22,35,5.7,83,22,1300,750,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,15,28,6,80,24,1150,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,20,32,5.8,82,26,1250,720,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,17,27,6.1,79,25,1100,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
40,18,30,5.9,81,23,1200,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
45,22,35,5.7,83,22,1300,750,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,15,28,6,80,24,1150,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,20,32,5.8,82,26,1250,720,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,17,27,6.1,79,25,1100,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
40,18,30,5.9,81,23,1200,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
45,22,35,5.7,83,22,1300,750,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,15,28,6,80,24,1150,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,20,32,5.8,82,26,1250,720,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,17,27,6.1,79,25,1100,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
48,23,33,5.7,80,22,1220,690,South 24 Parganas,Coastal Alluvial Soil,Green Gram
43,19,31,5.6,82,21,1150,660,South 24 Parganas,Coastal Alluvial Soil,Green Gram
39,16,29,5.8,79,23,1180,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
41,21,34,5.9,81,25,1240,710,South 24 Parganas,Coastal Alluvial Soil,Green Gram
36,18,27,5.5,78,20,1100,640,South 24 Parganas,Coastal Alluvial Soil,Green Gram
47,22,32,5.8,80,23,1200,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
44,20,30,5.7,82,22,1160,650,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,17,28,5.6,79,21,1130,660,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,19,33,5.9,81,24,1220,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,15,26,5.5,78,20,1090,630,South 24 Parganas,Coastal Alluvial Soil,Green Gram
48,23,33,5.7,80,22,1220,690,South 24 Parganas,Coastal Alluvial Soil,Green Gram
43,19,31,5.6,82,21,1150,660,South 24 Parganas,Coastal Alluvial Soil,Green Gram
39,16,29,5.8,79,23,1180,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
41,21,34,5.9,81,25,1240,710,South 24 Parganas,Coastal Alluvial Soil,Green Gram
36,18,27,5.5,78,20,1100,640,South 24 Parganas,Coastal Alluvial Soil,Green Gram
47,22,32,5.8,80,23,1200,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
44,20,30,5.7,82,22,1160,650,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,17,28,5.6,79,21,1130,660,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,19,33,5.9,81,24,1220,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,15,26,5.5,78,20,1090,630,South 24 Parganas,Coastal Alluvial Soil,Green Gram
35,20,30,6.3,78,27,1100,600,South 24 Parganas,Coastal Alluvial Soil,Black Gram
40,25,35,6.1,80,26,1200,650,South 24 Parganas,Coastal Alluvial Soil,Black Gram
32,18,28,6.4,77,24,1050,580,South 24 Parganas,Coastal Alluvial Soil,Black Gram
37,23,33,6.2,79,25,1150,620,South 24 Parganas,Coastal Alluvial Soil,Black Gram
30,15,25,6.5,76,23,1000,550,South 24 Parganas,Coastal Alluvial Soil,Black Gram
35,20,30,6.3,78,27,1100,600,South 24 Parganas,Coastal Alluvial Soil,Black Gram
40,25,35,6.1,80,26,1200,650,South 24 Parganas,Coastal Alluvial Soil,Black Gram
32,18,28,6.4,77,24,1050,580,South 24 Parganas,Coastal Alluvial Soil,Black Gram
37,23,33,6.2,79,25,1150,620,South 24 Parganas,Coastal Alluvial Soil,Black Gram
30,15,25,6.5,76,23,1000,550,South 24 Parganas,Coastal Alluvial Soil,Black Gram
35,20,30,6.3,78,27,1100,600,South 24 Parganas,Coastal Alluvial Soil,Black Gram
40,25,35,6.1,80,26,1200,650,South 24 Parganas,Coastal Alluvial Soil,Black Gram
32,18,28,6.4,77,24,1050,580,South 24 Parganas,Coastal Alluvial Soil,Black Gram
37,23,33,6.2,79,25,1150,620,South 24 Parganas,Coastal Alluvial Soil,Black Gram
30,15,25,6.5,76,23,1000,550,South 24 Parganas,Coastal Alluvial Soil,Black Gram
35,20,30,6.3,78,27,1100,600,South 24 Parganas,Coastal Alluvial Soil,Black Gram
40,25,35,6.1,80,26,1200,650,South 24 Parganas,Coastal Alluvial Soil,Black Gram
32,18,28,6.4,77,24,1050,580,South 24 Parganas,Coastal Alluvial Soil,Black Gram
37,23,33,6.2,79,25,1150,620,South 24 Parganas,Coastal Alluvial Soil,Black Gram
30,15,25,6.5,76,23,1000,550,South 24 Parganas,Coastal Alluvial Soil,Black Gram
35,20,30,6.3,78,27,1100,600,South 24 Parganas,Coastal Alluvial Soil,Black Gram
40,25,35,6.1,80,26,1200,650,South 24 Parganas,Coastal Alluvial Soil,Black Gram
32,18,28,6.4,77,24,1050,580,South 24 Parganas,Coastal Alluvial Soil,Black Gram
37,23,33,6.2,79,25,1150,620,South 24 Parganas,Coastal Alluvial Soil,Black Gram
30,15,25,6.5,76,23,1000,550,South 24 Parganas,Coastal Alluvial Soil,Black Gram
35,20,30,6.3,78,27,1100,600,South 24 Parganas,Coastal Alluvial Soil,Black Gram
40,25,35,6.1,80,26,1200,650,South 24 Parganas,Coastal Alluvial Soil,Black Gram
32,18,28,6.4,77,24,1050,580,South 24 Parganas,Coastal Alluvial Soil,Black Gram
37,23,33,6.2,79,25,1150,620,South 24 Parganas,Coastal Alluvial Soil,Black Gram
30,15,25,6.5,76,23,1000,550,South 24 Parganas,Coastal Alluvial Soil,Black Gram
35,20,30,6.3,78,27,1100,600,South 24 Parganas,Coastal Alluvial Soil,Black Gram
40,25,35,6.1,80,26,1200,650,South 24 Parganas,Coastal Alluvial Soil,Black Gram
32,18,28,6.4,77,24,1050,580,South 24 Parganas,Coastal Alluvial Soil,Black Gram
37,23,33,6.2,79,25,1150,620,South 24 Parganas,Coastal Alluvial Soil,Black Gram
30,15,25,6.5,76,23,1000,550,South 24 Parganas,Coastal Alluvial Soil,Black Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Black Gram
27,13,22,7.6,90,24,620,420,Paschim Medinipur (West Medinipur),Red Soil,Black Gram
30,15,25,7.8,92,26,650,450,Paschim Medinipur (West Medinipur),Red Soil,Black Gram
25,12,20,7.5,89,23,600,400,Paschim Medinipur (West Medinipur),Red Soil,Black Gram
32,16,26,7.9,93,27,680,480,Paschim Medinipur (West Medinipur),Red Soil,Black Gram
28,14,24,7.7,91,25,630,430,Paschim Medinipur (West Medinipur),Red Soil,
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
18,6,12,8.2,95,25,500,300,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
22,10,18,7.8,93,23,600,400,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
25,12,20,7.7,92,22,650,450,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
20,8,15,8,94,24,550,350,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
28,15,25,7.5,91,21,700,500,Purba Medinipur (East Medinipur),Alluvial Soil,Green Gram
