N (kg/ha),P (kg/ha),K (kg/ha),pH,Humidity (%),Temperature (°C),Rainfall (mm),Crop Yield (kg/ha),District,Soil Type,Crop Name
200,185,195,11,144,59,4150,2075,Purulia,Red Soil,Sorghum (Jowar)
205,190,200,11.2,146,60,4250,2125,Purulia,Red Soil,Sorghum (Jowar)
198,183,193,10.9,143,58,4050,2025,Purulia,Red Soil,Sorghum (Jowar)
202,188,198,11.1,145,59,4150,2075,Purulia,Red Soil,Sorghum (Jowar)
196,181,191,10.8,142,57,3950,1975,Purulia,Red Soil,Sorghum (Jowar)
210,195,205,11.3,148,61,4350,2175,Purulia,Red Soil,Sorghum (Jowar)
215,200,210,11.5,150,62,4450,2225,Purulia,Red Soil,Sorghum (Jowar)
208,193,203,11.2,147,60,4250,2125,Purulia,Red Soil,Sorghum (Jowar)
212,198,208,11.4,149,61,4350,2175,Purulia,Red Soil,Sorghum (Jowar)
32,16,24,5.8,83,25,1050,440,Purulia,Red Soil,Mung Bean
35,18,27,5.9,85,26,1100,460,Purulia,Red Soil,Mung Bean
38,20,30,6,87,27,1150,480,Purulia,Red Soil,Mung Bean
40,22,32,6.1,89,28,1200,500,Purulia,Red Soil,Mung Bean
42,24,34,6.2,91,29,1250,520,Purulia,Red Soil,Mung Bean
45,26,36,6.3,93,30,1300,540,Purulia,Red Soil,Mung Bean
48,28,38,6.4,95,31,1350,560,Purulia,Red Soil,Mung Bean
50,30,40,6.5,97,32,1400,580,Purulia,Red Soil,Mung Bean
52,32,42,6.6,99,33,1450,600,Purulia,Red Soil,Mung Bean
55,34,44,6.7,101,34,1500,620,Purulia,Red Soil,Mung Bean
58,36,46,6.8,103,35,1550,640,Purulia,Red Soil,Mung Bean
60,38,48,6.9,105,36,1600,660,Purulia,Red Soil,Mung Bean
62,40,50,7,107,37,1650,680,Purulia,Red Soil,Mung Bean
65,42,52,7.1,109,38,1700,700,Purulia,Red Soil,Mung Bean
68,44,54,7.2,111,39,1750,720,Purulia,Red Soil,Mung Bean
70,46,56,7.3,113,40,1800,740,Purulia,Red Soil,Mung Bean
72,48,58,7.4,115,41,1850,760,Purulia,Red Soil,Mung Bean
75,50,60,7.5,117,42,1900,780,Purulia,Red Soil,Mung Bean
78,52,62,7.6,119,43,1950,800,Purulia,Red Soil,Mung Bean
80,54,64,7.7,121,44,2000,820,Purulia,Red Soil,Mung Bean
82,56,66,7.8,123,45,2050,840,Purulia,Red Soil,Mung Bean
85,58,68,7.9,125,46,2100,860,Purulia,Red Soil,Mung Bean
88,60,70,8,127,47,2150,880,Purulia,Red Soil,Mung Bean
90,62,72,8.1,129,48,2200,900,Purulia,Red Soil,Mung Bean
92,64,74,8.2,131,49,2250,920,Purulia,Red Soil,Mung Bean
95,66,76,8.3,133,50,2300,940,Purulia,Red Soil,Mung Bean
98,68,78,8.4,135,51,2350,960,Purulia,Red Soil,Mung Bean
100,70,80,8.5,137,52,2400,980,Purulia,Red Soil,Mung Bean
102,72,82,8.6,139,53,2450,1000,Purulia,Red Soil,Mung Bean
105,74,84,8.7,141,54,2500,1020,Purulia,Red Soil,Mung Bean
108,76,86,8.8,143,55,2550,1040,Purulia,Red Soil,Mung Bean
110,78,88,8.9,145,56,2600,1060,Purulia,Red Soil,Mung Bean
112,80,90,9,147,57,2650,1080,Purulia,Red Soil,Mung Bean
115,82,92,9.1,149,58,2700,1100,Purulia,Red Soil,Mung Bean
118,84,94,9.2,151,59,2750,1120,Purulia,Red Soil,Mung Bean
120,86,96,9.3,153,60,2800,1140,Purulia,Red Soil,Mung Bean
122,88,98,9.4,155,61,2850,1160,Purulia,Red Soil,Mung Bean
125,90,100,9.5,157,62,2900,1180,Purulia,Red Soil,Mung Bean
128,92,102,9.6,159,63,2950,1200,Purulia,Red Soil,Mung Bean
130,94,104,9.7,161,64,3000,1220,Purulia,Red Soil,Mung Bean
132,96,106,9.8,163,65,3050,1240,Purulia,Red Soil,Mung Bean
135,98,108,9.9,165,66,3100,1260,Purulia,Red Soil,Mung Bean
138,100,110,10,167,67,3150,1280,Purulia,Red Soil,Mung Bean
32,16,24,5.8,83,27,1020,440,Purulia,Red Soil,Black Gram
35,18,28,6,85,25,1060,460,Purulia,Red Soil,Black Gram
38,20,30,6.2,87,23,1100,480,Purulia,Red Soil,Black Gram
40,22,32,6.3,88,22,1120,490,Purulia,Red Soil,Black Gram
42,24,34,6.5,90,20,1140,500,Purulia,Red Soil,Black Gram
45,26,36,6.7,92,18,1180,520,Purulia,Red Soil,Black Gram
48,28,38,6.8,93,17,1200,530,Purulia,Red Soil,Black Gram
50,30,40,7,95,15,1220,540,Purulia,Red Soil,Black Gram
52,32,42,7.2,97,14,1240,550,Purulia,Red Soil,Black Gram
55,34,44,7.4,99,12,1260,560,Purulia,Red Soil,Black Gram
58,36,46,7.5,100,11,1280,570,Purulia,Red Soil,Black Gram
60,38,48,7.7,102,10,1300,580,Purulia,Red Soil,Black Gram
62,40,50,7.9,104,9,1320,590,Purulia,Red Soil,Black Gram
65,42,52,8.1,106,8,1340,600,Purulia,Red Soil,Black Gram
68,44,54,8.3,108,7,1360,610,Purulia,Red Soil,Black Gram
70,46,56,8.4,109,6,1380,620,Purulia,Red Soil,Black Gram
72,48,58,8.6,111,5,1400,630,Purulia,Red Soil,Black Gram
75,50,60,8.8,113,4,1420,640,Purulia,Red Soil,Black Gram
78,52,62,9,115,3,1440,650,Purulia,Red Soil,Black Gram
80,54,64,9.2,117,2,1460,660,Purulia,Red Soil,Black Gram
83,56,66,9.4,119,1,1480,670,Purulia,Red Soil,Black Gram
85,58,68,9.5,120,0,1500,680,Purulia,Red Soil,Black Gram
88,60,70,9.7,122,1,1520,690,Purulia,Red Soil,Black Gram
90,62,72,9.9,124,2,1540,700,Purulia,Red Soil,Black Gram
93,64,74,10.1,126,3,1560,710,Purulia,Red Soil,Black Gram
95,66,76,10.3,128,4,1580,720,Purulia,Red Soil,Black Gram
98,68,78,10.5,130,5,1600,730,Purulia,Red Soil,Black Gram
100,70,80,10.6,131,6,1620,740,Purulia,Red Soil,Black Gram
103,72,82,10.8,133,7,1640,750,Purulia,Red Soil,Black Gram
105,74,84,11,135,8,1660,760,Purulia,Red Soil,Black Gram
108,76,86,11.2,137,9,1680,770,Purulia,Red Soil,Black Gram
110,78,88,11.4,139,10,1700,780,Purulia,Red Soil,Black Gram
113,80,90,11.5,140,11,1720,790,Purulia,Red Soil,Black Gram
115,82,92,11.7,142,12,1740,800,Purulia,Red Soil,Black Gram
118,84,94,11.9,144,13,1760,810,Purulia,Red Soil,Black Gram
120,86,96,12.1,146,14,1780,820,Purulia,Red Soil,Black Gram
123,88,98,12.3,148,15,1800,830,Purulia,Red Soil,Black Gram
125,90,100,12.4,150,16,1820,840,Purulia,Red Soil,Black Gram
128,92,102,12.6,152,17,1840,850,Purulia,Red Soil,Black Gram
130,94,104,12.8,154,18,1860,860,Purulia,Red Soil,Black Gram
133,96,106,13,156,19,1880,870,Purulia,Red Soil,Black Gram
135,98,108,13.1,157,20,1900,880,Purulia,Red Soil,Black Gram
138,100,110,13.3,159,21,1920,890,Purulia,Red Soil,Black Gram
38,23,33,5.8,84,22,1150,770,Purulia,Red Soil,Tomatoes
40,25,35,6,86,20,1200,800,Purulia,Red Soil,Tomatoes
42,27,37,6.2,88,18,1250,830,Purulia,Red Soil,Tomatoes
45,30,40,6.3,89,17,1300,860,Purulia,Red Soil,Tomatoes
48,33,43,6.5,91,15,1350,890,Purulia,Red Soil,Tomatoes
50,35,45,6.7,93,13,1400,920,Purulia,Red Soil,Tomatoes
52,37,47,6.8,94,12,1450,950,Purulia,Red Soil,Tomatoes
55,40,50,7,96,10,1500,980,Purulia,Red Soil,Tomatoes
58,43,53,7.2,98,8,1550,1010,Purulia,Red Soil,Tomatoes
60,45,55,7.3,99,7,1600,1040,Purulia,Red Soil,Tomatoes
62,47,57,7.5,101,5,1650,1070,Purulia,Red Soil,Tomatoes
65,50,60,7.7,103,3,1700,1100,Purulia,Red Soil,Tomatoes
68,53,63,7.8,104,2,1750,1130,Purulia,Red Soil,Tomatoes
70,55,65,8,106,0,1800,1160,Purulia,Red Soil,Tomatoes
73,58,68,8.2,108,2,1850,1190,Purulia,Red Soil,Tomatoes
75,60,70,8.3,109,3,1900,1220,Purulia,Red Soil,Tomatoes
78,63,73,8.5,111,5,1950,1250,Purulia,Red Soil,Tomatoes
80,65,75,8.7,113,7,2000,1280,Purulia,Red Soil,Tomatoes
82,67,77,8.8,114,8,2050,1310,Purulia,Red Soil,Tomatoes
85,70,80,9,116,10,2100,1340,Purulia,Red Soil,Tomatoes
88,73,83,9.2,118,12,2150,1370,Purulia,Red Soil,Tomatoes
90,75,85,9.3,119,13,2200,1400,Purulia,Red Soil,Tomatoes
93,78,88,9.5,121,15,2250,1430,Purulia,Red Soil,Tomatoes
95,80,90,9.7,123,17,2300,1460,Purulia,Red Soil,Tomatoes
98,83,93,9.8,125,18,2350,1490,Purulia,Red Soil,Tomatoes
100,85,95,10,126,20,2400,1520,Purulia,Red Soil,Tomatoes
103,88,98,10.2,128,22,2450,1550,Purulia,Red Soil,Tomatoes
105,90,100,10.3,129,23,2500,1580,Purulia,Red Soil,Tomatoes
108,93,103,10.5,131,25,2550,1610,Purulia,Red Soil,Tomatoes
110,95,105,10.7,133,27,2600,1640,Purulia,Red Soil,Tomatoes
112,97,107,10.8,134,28,2650,1670,Purulia,Red Soil,Tomatoes
115,100,110,11,136,30,2700,1700,Purulia,Red Soil,Tomatoes
118,103,113,11.2,138,32,2750,1730,Purulia,Red Soil,Tomatoes
120,105,115,11.3,139,33,2800,1760,Purulia,Red Soil,Tomatoes
123,108,118,11.5,141,35,2850,1790,Purulia,Red Soil,Tomatoes
125,110,120,11.7,143,37,2900,1820,Purulia,Red Soil,Tomatoes
128,113,123,11.8,145,38,2950,1850,Purulia,Red Soil,Tomatoes
130,115,125,12,146,40,3000,1880,Purulia,Red Soil,Tomatoes
133,118,128,12.2,148,42,3050,1910,Purulia,Red Soil,Tomatoes
135,120,130,12.3,149,43,3100,1940,Purulia,Red Soil,Tomatoes
138,123,133,12.5,151,45,3150,1970,Purulia,Red Soil,Tomatoes
140,125,135,12.7,153,47,3200,2000,Purulia,Red Soil,Tomatoes
143,128,138,12.8,155,48,3250,2030,Purulia,Red Soil,Tomatoes
145,130,140,13,157,50,3300,2060,Purulia,Red Soil,Tomatoes
148,133,143,13.2,159,52,3350,2090,Purulia,Red Soil,Tomatoes
150,135,145,13.3,160,53,3400,2120,Purulia,Red Soil,Tomatoes
38,21,31,5.7,77,26,1125,780,Purulia,Red Soil,Beans
42,25,35,5.9,79,27,1225,820,Purulia,Red Soil,Beans
36,19,29,5.6,76,25,1175,790,Purulia,Red Soil,Beans
39,22,32,5.8,78,26,1180,810,Purulia,Red Soil,Beans
33,16,26,5.4,74,24,1075,760,Purulia,Red Soil,Beans
44,27,37,6.1,82,28,1275,870,Purulia,Red Soil,Beans
49,32,42,6.3,84,29,1375,920,Purulia,Red Soil,Beans
41,24,34,6,80,27,1255,850,Purulia,Red Soil,Beans
46,29,39,6.2,83,28,1325,890,Purulia,Red Soil,Beans
48,31,41,6.2,83,28,1300,880,Purulia,Red Soil,Beans
47,30,40,6.2,83,28,1290,870,Purulia,Red Soil,Beans
43,26,36,6.1,82,28,1260,860,Purulia,Red Soil,Beans
45,28,38,6.1,82,28,1280,880,Purulia,Red Soil,Beans
51,33,43,6.4,85,30,1390,930,Purulia,Red Soil,Beans
55,37,47,6.6,87,31,1490,980,Purulia,Red Soil,Beans
50,32,42,6.5,86,30,1430,940,Purulia,Red Soil,Beans
54,36,46,6.5,86,30,1460,960,Purulia,Red Soil,Beans
52,34,44,6.4,85,30,1410,950,Purulia,Red Soil,Beans
53,35,45,6.5,86,30,1440,970,Purulia,Red Soil,Beans
59,41,51,6.8,89,32,1570,1040,Purulia,Red Soil,Beans
63,45,55,7,91,33,1670,1090,Purulia,Red Soil,Beans
57,39,49,6.7,88,31,1510,990,Purulia,Red Soil,Beans
60,42,52,6.8,89,32,1580,1050,Purulia,Red Soil,Beans
56,38,48,6.7,88,31,1500,980,Purulia,Red Soil,Beans
58,40,50,6.8,89,32,1550,1020,Purulia,Red Soil,Beans
62,44,54,6.9,90,32,1650,1080,Purulia,Red Soil,Beans
65,47,57,7.1,92,33,1750,1130,Purulia,Red Soil,Beans
61,43,53,6.9,90,32,1600,1060,Purulia,Red Soil,Beans
64,46,56,7,91,33,1700,1110,Purulia,Red Soil,Beans
66,48,58,7.1,92,33,1760,1150,Purulia,Red Soil,Beans
67,49,59,7.2,93,34,1780,1160,Purulia,Red Soil,Beans
69,51,61,7.3,94,34,1820,1180,Purulia,Red Soil,Beans
70,52,62,7.4,95,35,1850,1190,Purulia,Red Soil,Beans
68,50,60,7.3,94,34,1800,1170,Purulia,Red Soil,Beans
71,53,63,7.5,96,35,1880,1200,Purulia,Red Soil,Beans
73,55,65,7.6,97,36,1920,1220,Purulia,Red Soil,Beans
72,54,64,7.5,96,35,1900,1210,Purulia,Red Soil,Beans
74,56,66,7.7,98,36,1940,1230,Purulia,Red Soil,Beans
75,57,67,7.8,99,36,1960,1240,Purulia,Red Soil,Beans
76,58,68,7.9,100,37,1980,1250,Purulia,Red Soil,Beans
77,59,69,8,101,37,2000,1260,Purulia,Red Soil,Beans
79,61,71,8.1,102,38,2040,1280,Purulia,Red Soil,Beans
80,62,72,8.2,103,38,2060,1290,Purulia,Red Soil,Beans
78,60,70,8,101,37,2020,1270,Purulia,Red Soil,Beans
81,63,73,8.3,104,39,2080,1300,Purulia,Red Soil,Beans
83,65,75,8.4,105,40,2120,1320,Purulia,Red Soil,Beans
82,64,74,8.3,104,39,2100,1310,Purulia,Red Soil,Beans
84,66,76,8.5,106,40,2140,1330,Purulia,Red Soil,Beans
85,67,77,8.6,107,40,2160,1340,Purulia,Red Soil,Beans
86,68,78,8.7,108,41,2180,1350,Purulia,Red Soil,Beans
45,27,38,5.8,82,28,1800,1400,Purulia,Red & Laterite Soil,Beans
50,30,42,5.8,82,28,1800,1450,Purulia,Red & Laterite Soil,Beans
42,24,34,5.8,82,28,1800,1350,Purulia,Red & Laterite Soil,Beans
48,29,39,5.8,82,28,1800,1420,Purulia,Red & Laterite Soil,Beans
40,22,32,5.8,82,28,1800,1300,Purulia,Red & Laterite Soil,Beans
44,26,36,5.8,82,28,1800,1380,Purulia,Red & Laterite Soil,Beans
49,31,43,5.8,82,28,1800,1460,Purulia,Red & Laterite Soil,Beans
41,23,33,5.8,82,28,1800,1330,Purulia,Red & Laterite Soil,Beans
47,28,37,5.8,82,28,1800,1410,Purulia,Red & Laterite Soil,Beans
39,21,31,5.8,82,28,1800,1290,Purulia,Red & Laterite Soil,Beans
43,25,35,5.8,82,28,1800,1370,Purulia,Red & Laterite Soil,Beans
48,29,39,5.8,82,28,1800,1430,Purulia,Red & Laterite Soil,Beans
42,24,34,5.8,82,28,1800,1360,Purulia,Red & Laterite Soil,Beans
47,28,37,5.8,82,28,1800,1420,Purulia,Red & Laterite Soil,Beans
39,21,31,5.8,82,28,1800,1300,Purulia,Red & Laterite Soil,Beans
45,27,38,5.8,82,28,1800,1390,Purulia,Red & Laterite Soil,Beans
41,23,33,5.8,82,28,1800,1330,Purulia,Red & Laterite Soil,Beans
46,28,38,5.8,82,28,1800,1410,Purulia,Red & Laterite Soil,Beans
38,20,30,5.8,82,28,1800,1280,Purulia,Red & Laterite Soil,Beans
44,26,36,5.8,82,28,1800,1370,Purulia,Red & Laterite Soil,Beans
49,31,43,5.8,82,28,1800,1460,Purulia,Red & Laterite Soil,Beans
43,25,35,5.8,82,28,1800,1360,Purulia,Red & Laterite Soil,Beans
48,29,39,5.8,82,28,1800,1440,Purulia,Red & Laterite Soil,Beans
40,22,32,5.8,82,28,1800,1300,Purulia,Red & Laterite Soil,Beans
46,28,38,5.8,82,28,1800,1400,Purulia,Red & Laterite Soil,Beans
42,24,34,5.8,82,28,1800,1350,Purulia,Red & Laterite Soil,Beans
47,28,37,5.8,82,28,1800,1410,Purulia,Red & Laterite Soil,Beans
39,21,31,5.8,82,28,1800,1290,Purulia,Red & Laterite Soil,Beans
44,26,36,5.8,82,28,1800,1380,Purulia,Red & Laterite Soil,Beans
49,31,43,5.8,82,28,1800,1470,Purulia,Red & Laterite Soil,Beans
41,23,33,5.8,82,28,1800,1330,Purulia,Red & Laterite Soil,Beans
45,27,38,5.8,82,28,1800,1390,Purulia,Red & Laterite Soil,Beans
37,19,29,5.8,82,28,1800,1270,Purulia,Red & Laterite Soil,Beans
43,25,35,5.8,82,28,1800,1360,Purulia,Red & Laterite Soil,Beans
38,20,30,5.8,82,28,1800,1280,Purulia,Red & Laterite Soil,Beans
50,25,35,6,85,28,1300,1000,Purulia,Red Soil,Mango
55,30,40,6.2,87,26,1400,1100,Purulia,Red Soil,Mango
48,23,33,5.8,83,27,1250,950,Purulia,Red Soil,Mango
52,28,38,6.1,86,25,1350,1050,Purulia,Red Soil,Mango
45,20,30,5.7,82,24,1200,900,Purulia,Red Soil,Mango
49,24,34,5.9,84,28,1300,980,Purulia,Red Soil,Mango
54,29,39,6.3,88,26,1400,1080,Purulia,Red Soil,Mango
47,22,32,5.8,83,27,1250,940,Purulia,Red Soil,Mango
51,26,36,6,86,25,1350,1030,Purulia,Red Soil,Mango
44,19,29,5.6,81,24,1200,880,Purulia,Red Soil,Mango
50,25,35,6.1,85,28,1300,1000,Purulia,Red Soil,Mango
55,30,40,6.4,87,26,1400,1100,Purulia,Red Soil,Mango
48,23,33,6,83,27,1250,950,Purulia,Red Soil,Mango
52,28,38,6.2,86,25,1350,1050,Purulia,Red Soil,Mango
45,20,30,5.8,82,24,1200,900,Purulia,Red Soil,Mango
49,24,34,6,84,28,1300,980,Purulia,Red Soil,Mango
54,29,39,6.5,88,26,1400,1080,Purulia,Red Soil,Mango
47,22,32,6,83,27,1250,940,Purulia,Red Soil,Mango
51,26,36,6.2,86,25,1350,1030,Purulia,Red Soil,Mango
44,19,29,5.9,81,24,1200,880,Purulia,Red Soil,Mango
50,25,35,6.3,85,28,1300,1000,Purulia,Red Soil,Mango
55,30,40,6.6,87,26,1400,1100,Purulia,Red Soil,Mango
48,23,33,6.1,83,27,1250,950,Purulia,Red Soil,Mango
52,28,38,6.3,86,25,1350,1050,Purulia,Red Soil,Mango
45,20,30,6,82,24,1200,900,Purulia,Red Soil,Mango
49,24,34,6.1,84,28,1300,980,Purulia,Red Soil,Mango
54,29,39,6.7,88,26,1400,1080,Purulia,Red Soil,Mango
47,22,32,6.1,83,27,1250,940,Purulia,Red Soil,Mango
51,26,36,6.4,86,25,1350,1030,Purulia,Red Soil,Mango
44,19,29,6,81,24,1200,880,Purulia,Red Soil,Mango
50,25,35,6.5,85,28,1300,1000,Purulia,Red Soil,Mango
55,30,40,6.8,87,26,1400,1100,Purulia,Red Soil,Mango
48,23,33,6.2,83,27,1250,950,Purulia,Red Soil,Mango
52,28,38,6.4,86,25,1350,1050,Purulia,Red Soil,Mango
45,20,30,6.1,82,24,1200,900,Purulia,Red Soil,Mango
49,24,34,6.2,84,28,1300,980,Purulia,Red Soil,Mango
54,29,39,6.9,88,26,1400,1080,Purulia,Red Soil,Mango
47,22,32,6.2,83,27,1250,940,Purulia,Red Soil,Mango
51,26,36,6.5,86,25,1350,1030,Purulia,Red Soil,Mango
44,19,29,6.1,81,24,1200,880,Purulia,Red Soil,Mango
50,25,35,6.7,85,28,1300,1000,Purulia,Red Soil,Mango
55,30,40,7,87,26,1400,1100,Purulia,Red Soil,Mango
48,23,33,6.3,83,27,1250,950,Purulia,Red Soil,Mango
52,28,38,6.5,86,25,1350,1050,Purulia,Red Soil,Mango
45,20,30,6.2,82,24,1200,900,Purulia,Red Soil,Mango
49,24,34,6.3,84,28,1300,980,Purulia,Red Soil,Mango
54,29,39,7.1,88,26,1400,1080,Purulia,Red Soil,Mango
47,22,32,6.3,83,27,1250,940,Purulia,Red Soil,Mango
51,26,36,6.6,86,25,1350,1030,Purulia,Red Soil,Mango
44,19,29,6.2,81,24,1200,880,Purulia,Red Soil,Mango
60,35,45,6.1,82,28,1800,1700,Purulia,Red & Laterite Soil,Mango
55,40,50,6.3,84,28,1900,1800,Purulia,Red & Laterite Soil,Mango
59,32,42,6,83,28,1800,1650,Purulia,Red & Laterite Soil,Mango
54,37,47,6.2,85,28,1800,1750,Purulia,Red & Laterite Soil,Mango
61,29,39,5.9,82,28,1800,1600,Purulia,Red & Laterite Soil,Mango
52,34,44,6,82,28,1800,1680,Purulia,Red & Laterite Soil,Mango
56,39,49,6.3,84,28,1900,1780,Purulia,Red & Laterite Soil,Mango
59,31,41,5.8,83,28,1800,1630,Purulia,Red & Laterite Soil,Mango
57,36,46,6.2,85,28,1800,1730,Purulia,Red & Laterite Soil,Mango
58,28,38,5.7,82,28,1800,1580,Purulia,Red & Laterite Soil,Mango
61,33,43,6.1,82,28,1800,1670,Purulia,Red & Laterite Soil,Mango
58,38,48,6.4,84,28,1900,1770,Purulia,Red & Laterite Soil,Mango
61,30,40,5.8,83,28,1800,1620,Purulia,Red & Laterite Soil,Mango
55,35,45,6.3,82,28,1800,1710,Purulia,Red & Laterite Soil,Mango
52,40,50,6.5,84,28,1900,1810,Purulia,Red & Laterite Soil,Mango
60,32,42,6.1,83,28,1800,1660,Purulia,Red & Laterite Soil,Mango
59,37,47,6.3,85,28,1800,1760,Purulia,Red & Laterite Soil,Mango
57,29,39,5.9,82,28,1800,1610,Purulia,Red & Laterite Soil,Mango
58,34,44,6.1,82,28,1800,1690,Purulia,Red & Laterite Soil,Mango
61,39,49,6.5,84,28,1900,1790,Purulia,Red & Laterite Soil,Mango
54,31,41,5.8,83,28,1800,1640,Purulia,Red & Laterite Soil,Mango
56,36,46,6.2,85,28,1800,1740,Purulia,Red & Laterite Soil,Mango
62,28,38,5.7,82,28,1800,1590,Purulia,Red & Laterite Soil,Mango
53,33,43,6.1,82,28,1800,1680,Purulia,Red & Laterite Soil,Mango
55,38,48,6.5,84,28,1900,1780,Purulia,Red & Laterite Soil,Mango
60,30,40,5.8,83,28,1800,1630,Purulia,Red & Laterite Soil,Mango
61,35,45,6.3,82,28,1800,1720,Purulia,Red & Laterite Soil,Mango
56,40,50,6.7,84,28,1900,1820,Purulia,Red & Laterite Soil,Mango
57,32,42,6.2,83,28,1800,1670,Purulia,Red & Laterite Soil,Mango
58,37,47,6.4,85,28,1800,1770,Purulia,Red & Laterite Soil,Mango
61,29,39,6,82,28,1800,1620,Purulia,Red & Laterite Soil,Mango
54,34,44,6.2,82,28,1800,1700,Purulia,Red & Laterite Soil,Mango
56,39,49,6.7,84,28,1900,1800,Purulia,Red & Laterite Soil,Mango
62,31,41,6,83,28,1800,1650,Purulia,Red & Laterite Soil,Mango
53,36,46,6.3,85,28,1800,1750,Purulia,Red & Laterite Soil,Mango
55,28,38,5.9,82,28,1800,1600,Purulia,Red & Laterite Soil,Mango
60,33,43,6.2,82,28,1800,1690,Purulia,Red & Laterite Soil,Mango
61,38,48,6.8,84,28,1900,1790,Purulia,Red & Laterite Soil,Mango
56,30,40,6,83,28,1800,1640,Purulia,Red & Laterite Soil,Mango
57,35,45,6.4,82,28,1800,1730,Purulia,Red & Laterite Soil,Mango
58,40,50,6.8,84,28,1900,1830,Purulia,Red & Laterite Soil,Mango
61,32,42,6.3,83,28,1800,1680,Purulia,Red & Laterite Soil,Mango
58,37,47,6.5,85,28,1800,1780,Purulia,Red & Laterite Soil,Mango
56,29,39,6.1,82,28,1800,1630,Purulia,Red & Laterite Soil,Mango
61,34,44,6.3,82,28,1800,1710,Purulia,Red & Laterite Soil,Mango
57,39,49,6.9,84,28,1900,1810,Purulia,Red & Laterite Soil,Mango
56,31,41,6.1,83,28,1800,1660,Purulia,Red & Laterite Soil,Mango
58,36,46,6.4,85,28,1800,1760,Purulia,Red & Laterite Soil,Mango
56,28,38,6,82,28,1800,1610,Purulia,Red & Laterite Soil,Mango
55,33,43,6.3,82,28,1800,1700,Purulia,Red & Laterite Soil,Mango
59,38,48,7,84,28,1900,1800,Purulia,Red & Laterite Soil,Mango
60,30,40,6.2,83,28,1800,1650,Purulia,Red & Laterite Soil,Mango
56,35,45,6.5,82,28,1800,1740,Purulia,Red & Laterite Soil,Mango
54,40,50,7.1,84,28,1900,1840,Purulia,Red & Laterite Soil,Mango
61,32,42,6.5,83,28,1800,1690,Purulia,Red & Laterite Soil,Mango
56,37,47,6.6,85,28,1800,1790,Purulia,Red & Laterite Soil,Mango
58,29,39,6.2,82,28,1800,1640,Purulia,Red & Laterite Soil,Mango
56,34,44,6.5,82,28,1800,1720,Purulia,Red & Laterite Soil,Mango
57,39,49,7.2,84,28,1900,1820,Purulia,Red & Laterite Soil,Mango
61,31,41,6.3,83,28,1800,1670,Purulia,Red & Laterite Soil,Mango
56,36,46,6.6,85,28,1800,1770,Purulia,Red & Laterite Soil,Mango
58,28,38,6.1,82,28,1800,1620,Purulia,Red & Laterite Soil,Mango
54,33,43,6.5,82,28,1800,1710,Purulia,Red & Laterite Soil,Mango
55,38,48,7.3,84,28,1900,1810,Purulia,Red & Laterite Soil,Mango
58,30,40,6.4,83,28,1800,1660,Purulia,Red & Laterite Soil,Mango
60,35,45,6.7,82,28,1800,1750,Purulia,Red & Laterite Soil,Mango
59,40,50,7.4,84,28,1900,1850,Purulia,Red & Laterite Soil,Mango
45,20,30,5.7,82,24,1200,900,Purulia,Red Soil,Guava
50,25,35,6,85,26,1300,950,Purulia,Red Soil,Guava
42,18,28,5.6,81,25,1150,870,Purulia,Red Soil,Guava
48,23,33,5.9,84,23,1250,920,Purulia,Red Soil,Guava
40,17,27,5.5,80,22,1100,850,Purulia,Red Soil,Guava
44,19,29,5.8,82,24,1200,890,Purulia,Red Soil,Guava
49,24,34,6,85,26,1300,940,Purulia,Red Soil,Guava
41,18,28,5.4,81,25,1150,860,Purulia,Red Soil,Guava
47,22,32,5.8,84,23,1250,910,Purulia,Red Soil,Guava
39,16,26,5.3,80,22,1100,840,Purulia,Red Soil,Guava
43,19,29,5.7,82,24,1200,880,Purulia,Red Soil,Guava
48,23,33,6.1,85,26,1300,930,Purulia,Red Soil,Guava
40,17,27,5.5,80,22,1150,860,Purulia,Red Soil,Guava
45,20,30,6,82,24,1200,900,Purulia,Red Soil,Guava
49,24,34,6.2,85,26,1300,950,Purulia,Red Soil,Guava
41,18,28,5.6,81,25,1150,870,Purulia,Red Soil,Guava
46,21,31,6.1,84,23,1250,920,Purulia,Red Soil,Guava
38,15,25,5.2,80,22,1100,830,Purulia,Red Soil,Guava
42,19,29,5.8,82,24,1200,890,Purulia,Red Soil,Guava
47,22,32,6,85,26,1300,940,Purulia,Red Soil,Guava
39,16,26,5.4,81,25,1150,860,Purulia,Red Soil,Guava
43,19,29,5.9,82,24,1200,880,Purulia,Red Soil,Guava
48,23,33,6.3,85,26,1300,930,Purulia,Red Soil,Guava
40,17,27,5.5,80,22,1150,860,Purulia,Red Soil,Guava
44,20,30,6.2,82,24,1200,900,Purulia,Red Soil,Guava
49,24,34,6.4,85,26,1300,950,Purulia,Red Soil,Guava
41,18,28,5.6,81,25,1150,870,Purulia,Red Soil,Guava
46,21,31,6.2,84,23,1250,920,Purulia,Red Soil,Guava
38,15,25,5.3,80,22,1100,830,Purulia,Red Soil,Guava
42,19,29,5.8,82,24,1200,890,Purulia,Red Soil,Guava
47,22,32,6,85,26,1300,940,Purulia,Red Soil,Guava
39,16,26,5.4,81,25,1150,860,Purulia,Red Soil,Guava
43,19,29,5.9,82,24,1200,880,Purulia,Red Soil,Guava
48,23,33,6.1,85,26,1300,930,Purulia,Red Soil,Guava
40,17,27,5.5,80,22,1150,860,Purulia,Red Soil,Guava
